ID,Text,Comment
Demolish.PriorityTitle,Yıkım önceliği:,Setting a priority for demolition work on demolition target
Demolishable.Science.Grants,Verir,"Text shown in entity panel when a building grants science points, like e.g. ""Grants 1000 points"". Please keep short."
DemolishSelectionTool.Description,Yıkmak istediğin kaynakları işaretlemek için kullan. Tüm kaynaklar kaybolacaktır.,
DemolishSelectionTool.Title,Yıkılacak kaynakları işaretle,
DemolishUnselectionTool.Title,Yıkılacak kaynakların işaretini kaldır,
DemolishUnselectionTool.Description,Yıkılacak kaynakların işaretini kaldırmak için kullan.,
DeletionBlocker.ObjectAtop,Üstünde bir yapı var.,Shown when the player tries to delete a structure that has another structure on top.
DeletionBlocker.Prefix,Silinemez.,Tooltip prefix for the delete button when the object cannot be deleted.
DeletionBlocker.Stockpile.NotEmpty,İçeride hâlâ biraz mal var.,Warning shown to player when trying to delete a stockpile that still has some goods inside.
DeletionBlocker.TerrainPhysics,Yapılar araziyi sağlamlaştırır.,Building can't be deleted when it has the terrain on top of it and it last valid support for the terrain
DeletionTool.Description.Buildings,"Yapıları yıkmak için bu aracı kullan. İnşaat materyallerinin bir kısmı ve depolanan tüm mallar, geri alınabilir bir moloz yaratır.","Rubble should be the same as RecoveredGoodStack.DisplayName, ""Stored goods"" could be translated similar to Building.SmallWarehouse.Description"
DeletionTool.Description.Objects,Bu aracı kullanarak nesneleri sil.,
DeletionTool.Description.RecoveredGoodStack,Bu aracı kullanarak molozları sil. Molozun içinde depolanan kaynaklar kaybolur.,Rubble should be the same as RecoveredGoodStack.DisplayName
DeletionTool.Prompt.Buildings,Seçili yapıları yıkmak istediğinden emin misin? Bu eylemi geri alamayacaksın.,
DeletionTool.Prompt.Objects,Seçili nesneleri silmek istediğinden emin misin? Bu eylemi geri alamayacaksın.,
DeletionTool.Title.Buildings,Yapıları yık,
DeletionTool.Title.Objects,Nesneleri sil,
DeletionTool.Title.RecoveredGoodStack,Molozları sil,Rubble should be the same as RecoveredGoodStack.DisplayName
Distribution.BalanceInfo,"Bağlı bölgeler, depo doluluk oranlarına ve ihracat eşiklerine göre malları kendi aralarında dengeler.",
Distribution.ExportAll,Kısıtlama olmadan tüm malları ihraç et,A setting for the distribution panel that makes it so all goods are exported.
Distribution.ExportNone,Hiçbir malı ihraç etme,A setting for the distribution panel that makes it so no goods are exported.
Distribution.ExportThreshold,İhracat eşiği: {0},{0} stands for export threshold (minimum) value as percent. Tooltip for export threshold slider.
Distribution.ImportAuto,Gerektiğinde ithal et,A setting for the distribution panel that makes it so local storage will be filled based on fill rate of all storages in the network.
Distribution.ImportAuto.Description,"Malı, yalnızca uygun bir depo veya iş yeri talebi varsa ithal et.",
Distribution.ImportAutoAll,Gerektiğinde tamamını ithal et,A setting for the distribution panel that makes it so all goods are imported if there's a storage that needs them.
Distribution.ImportDisabled,İthal etme,A setting for the distribution panel that disables import of the chosen good.
Distribution.ImportDisabled.Description,Malın bölgeye ithalatını tamamen devre dışı bırakır.,
Distribution.ImportDisabledAll,Hiçbirini ithal etme,A setting for the distribution panel that makes it so no goods are imported.
Distribution.ImportForced,Her zaman ithal et,"A setting for the distribution panel that makes it so all goods are imported alwyas, even if there's no storage for it."
Distribution.ImportForced.Description,Eşleşen bir depo veya iş yeri talebi olmasa bile malı her zaman Bölge Ağzı'na ithal et.,
Distribution.ImportForcedAll,Tamamını her zaman ithal et,"District Crossing should be the same as in Building.DistrictCrossing.DisplayName. A setting for the distribution panel that makes it so all goods are imported. Additionally, it takes into account internal storage of the District Crossing building."
Distribution.ImportGoodTooltip.Disabled,"İthalat, dağıtım ayarlarında devre dışı bırakıldı.","The text shown on a good's tooltip when its import option is set to ""Do not import"""
Distribution.ImportGoodTooltip.Forced,"İthalat, dağıtım ayarlarına göre zorunlu.","The text shown on a good's tooltip when its import option is set to ""Import always"""
Distribution.ImportGoodTooltip.Importable,"İthalat, depo ve iş yeri talebine göre sağlanıyor.","The text shown on a good's tooltip when it is importable. ""Storage and workplace demand"" should be the same as in Distribution.ImportAuto.Description"
Distribution.ImportGoodTooltip.NonImportable,"İthalat, bölgedeki depo ve iş yeri talebi eksikliği nedeniyle engellendi.","The text shown on a good's tooltip when it is not importable. ""Storage and workplace demand"" should be the same as in Distribution.ImportAuto.Description"
Distribution.ImportedGoods,İthal mallar,The header of the panel that shows importable and non-importable goods
Distribution.ManageDistribution,Dağıtımı düzenle,Label for button that opens distribution panel. Distribution should be the same as in BatchControl.Distribution
Distribution.Reset,Hepsini varsayılana döndür,A button that resets distribution settings to default.
Districts.DefaultDistrictName,Bölge {0},"{0} is a number. By default districts are named District 1, District 2 etc."
Districts.Districts,Bölgeler,
Districts.GlobalView,Genel görünüm,
Duplication.DuplicateSettingsToolDescription,Kurulumu yapıştırmak için hedef seç,Description of a tool which copies configuration from one building to another
Dwelling.Inhabitants,Sakinler: {0},{0} stands for a number. How many beavers live in this house.
Dwelling.AssignAny,Rastgele ata,A button which assigns a random beaver to this house. Please keep short - constrained space.
Dwelling.AssignUnemployed,İşsiz ata,A button which assigns a unemployed beaver to this house. Please keep short - constrained space.
Dwelling.Dwellers,Oturanlar,Header for the box of the inhabitants/tenants of this house
Dwelling.Newborn,{0} doğdu!,{0} stands for beaver name. Notification that shows when a new beaver is born.
Dwelling.NoBeaverCanReach,Hiçbir kunduz bu meskene ulaşamıyor.,Information that this building is unreachable for any beavers.
Dwelling.NoUnemployedCanReach,İşsiz hiçbir kunduz bu meskene ulaşamıyor.,Information that this building is unreachable for any unemployed beavers.
Dwellings.FreeBeds,Boş yataklar,Label before number of unoccupied beds
Dwellings.OccupiedBeds,Sahipli yataklar,Label before number of occupied beds
EffectProbability.High,Yüksek ihtimalle: {0},"Text indicating a high chance of an effect occurring, {0} stands for an effect name (same as Need.Injury.DisplayName). For example: 'High chance of: Injury'"
EffectProbability.Low,Düşük ihtimalle: {0},"Text indicating a low chance of an effect occurring, {0} stands for an effect name (same as Need.Injury.DisplayName). For example: 'Low chance of: Injury'"
EffectProbability.Medium,Orta ihtimalle: {0},"Text indicating a medium chance of an effect occurring, {0} stands for an effect name (same as Need.Injury.DisplayName). For example: 'Medium chance of: Injury'"
Emptying.Empty,Depoyu boşalt,A command for beavers to empty this storage.
Enterable.DistanceToDistrict,Bölge Merkezi'ne uzaklık: {0},{0} stands for distance to District Center. District Center must be the same as Building.DistrictCenter.DisplayName
Enterable.DistanceToDistrictLarge,Yollarını iyileştirebilir veya bölgeyi daha küçük parçalara bölebilirsin.,
EntityPanel.ChangeName,Yeni bir isim gir:,Shown when renaming a beaver or a district
EntityPanel.Hide,Açıklamayı gizle,Tooltip for a button which hides description
EntityPanel.Show,Açıklamayı göster,Tooltip for a button which shows description
Experimental.Header,<RedHighlight>Deneysel Mod Bilgileri</RedHighlight>,Welcome text that is shown to players of the experimental versions of the game
Experimental.WelcomeText,"Timberborn'un bu sürümünde henüz prototip hâlinde olan, tamamlanmamış özelliklere erişebilirsin. Bu sebeple ciddi hatalar içerme ihtimali de çok daha yüksektir. Gerçekten de cesur bir kunduzsun.

Deneysel oyun kayıtları, ana oyun kayıtlarından ayrı olarak saklanır. Güncellemeler, muhtemelen kayıt uyumluluğunu bozacaktır.

Bu Deneysel Mod'da, dil seçiminden bağımsız olarak <RedHighlight>birçok kısım çevrilmemiştir ve İngilizcedir</RedHighlight>. Bu sayede uzun süren çevirileri beklememize gerek kalmadan yeni içerikler ekleyebiliyor ve hızlı değişiklikler yapabiliyoruz.

Resmi Discord sunucumuza katılmanı ve yeni içeriklerle ilgili tartışmalara dahil olmanı şiddetle tavsiye ederiz.",Welcome text that is shown to players of the experimental versions of the game.
Explosions.BlownInExplosionMessage,{0} bir patlamada havaya uçtu.,{0} stands for character name. Notification that shows when a character (Beaver/Bot) is killed/destroyed by an explosion (another bot or dynamite)
Faction.Folktails.Description,"Uysal ama çalışkan olan Köykuyruklar, uzman çiftçilerdir. Doğaya saygı duyarlar ve karşılığında doğa onları bereketli hediyelerle ödüllendirir.
Sloganları: <i>Huzur, yemek ve sağlam odun.</i>",Description of a beaver faction
Faction.Folktails.DisplayName,Köykuyruklar,Name of a faction
Faction.IronTeeth.Description,"Geleneksel kereste yöntemlerinden vazgeçerek demir ve bilimde ustalaştılar ve gelişmiş makineler ürettiler.
Yaratıcılıkları, verimlilikleri ve çevreyi göz ardı etmeleri sayesinde kendilerini geliştirirler.  
Sloganları: <i>Sıkı çalış, sıkı çalış.</i>",Description of a beaver faction
Faction.IronTeeth.DisplayName,Demir Dişler,Name of a faction
Faction.Folktails.GameOver.Flavor,"Doğa, armağanlarını kullanmakta başarısız olduğunda onları elinden geri alır.",Flavor text of the game over panel
Faction.IronTeeth.GameOver.Flavor,Bazen ufacık bir arıza bütün makineyi bozar.,Flavor text of the game over panel
Faction.Folktails.GameOver.Message,"Köykuyruklar'ın, kendilerinden önce gelen insanlarla aynı hüzünlü kaderi paylaştı. Buraya kadarmış.",Text of the game over panel
Faction.IronTeeth.GameOver.Message,Demir Diş yerleşim bölgen bir daha toparlanamayacak biçimde yıkıldı. Buraya kadarmış.,Text of the game over panel
Faction.Folktails.WonderCompletionFlavor,Büyük bir servet ve bilgi edinen kunduzların çabalarının meyvesini kuraklıkla boğuşan bu gezegenle de paylaştı. Yapacak daha çok şey var ancak Dünya bir kez daha yeşerebilir.,Flavor text shown when the player has mastered a map with the Folktails faction. Mastery means building and activating a Wonder.
Faction.Folktails.WonderCompletionMessage,Tebrikler! Köykuyrukların doğayla bütünleşik yöntemlerinde ustalaştın ve bu haritanın kaynaklarını kullanarak bu grubun harikasını inşa ettin.,A message that is shown when the player has mastered a map with the Folktails faction. Mastery means building and activating a Wonder.
Faction.IronTeeth.WonderCompletionFlavor,Öncülerin çorak araziden ayrıldı ve arkasında gelişmiş bir yerleşim bıraktı. Dünyanın eski hâline dönmesi için kunduzların yeni eriştiği bu refahı paylaşması gerekiyor.,Flavor text shown when the player has mastered a map with the Folktails faction. Mastery means building and activating a Wonder.
Faction.IronTeeth.WonderCompletionMessage,Tebrikler! Teknolojik gelişmişliğin sayesinde Demir Diş'in endüstriyel gücünü kullanarak bu haritayı kontrolün altına aldın ve bu grubun harikasını inşa ettin.,A message that is shown when the player has mastered a map with the Iron Teeth faction. Mastery means building and activating a Wonder.
FactionSelection.Header,Grup seç,
FactionSelection.NewFactionUnlocked,Yeni bir grubun kilidi açıldı:,Followed by the name of a faction in new line
FactionSelection.WellbeingCondition,Kilidini açmak için {1} ile oynarken ortalama {0} refaha ulaş.,{0} stands for a number {1} stand for Faction.DisplayName
Fields.Harvesting,Biçiliyor,Preceded by Fields.PriorityAction
Fields.Planting,Ekiliyor,Preceded by Fields.PriorityAction
Fields.PriorityAction,Öncelikli eylem:,Which of the actions is prioritized.
FileBrowser.Header,Dosya seç,Header of the file browser window.
FileBrowser.NoPermission,Bu dosyaya erişim iznin yok.,Shown in the file browser when the user doesn't have permission to access the selected folder.
FileBrowser.Open,Aç,Label of the button that opens currently selected directory or loads currently selected file.
FlexibleStart.ChooseStartLocation,Başlangıç konumu seç,Text shown when the player is choosing a new starting location.
FlexibleStart.Relocate,Başlangıç konumunu değiştir,Label of a button for changing the starting location.
FlexibleStart.ResetStartLocation,Varsayılana döndür,Label of a button for bringing back the initial starting location.
FlexibleStart.Start,Başla!,Label of a button for confirming a start location on map and starting a new game.
FlexibleStart.Unlocked,Esnek başlangıcın kilidi açıldı,Flexible start means that player can choose any starting location on the map
